job_id,title,company,location,db_level,title_level,final_level,confidence,needs_review,reason
6812,Staff Gudang,CV.SUKSES BERSAMA,Jakarta Utara,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6815,Staff Operator Mesin Bordir,Light Embroidery,Sidoarjo,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6820,Paid Internship Admin HCM,PT. Sheza Mitra Amanah,Jakarta Selatan,Staff / Officer,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
6822,Staff Teknisi,PT Perdana Cipta Kreasindo,Remote,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6825,Asisten Baker,Aqta Bakery,Bekasi,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6826,Purchasing Staff,PT Jiangyi Mold Technology,Tegal,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6827,Staff Accounting,Hunterskeepers,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6829,Staff Dokumen Impor,PT CONSOLTAINER TRANSPORT LOGISTICS,Bekasi,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6830,Personal Assistant (PA) – Mandarin Speaker,Cognify Digital Technology Pte. Ltd.,Jakarta Selatan,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
6833,Sales Manager,PT. Max Asia Stainless Steel,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6838,Optometris (ASRO),PT RAFAN JAYA ABADI (OPTIK RAFANS),Jakarta Pusat,Junior / Entry Level,senior,senior,0.8,True,"High confidence from title (80%), overriding database"
6839,Manajer Toko Optik,PT RAFAN JAYA ABADI (OPTIK RAFANS),Jakarta Pusat,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
6840,Staf Penjualan Optik,PT RAFAN JAYA ABADI (OPTIK RAFANS),Jakarta Pusat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6844,Logistic Staff,Zaffron Indo Asia,Lamandau,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6852,Staff Quality Control & RnD,PT. OKE FOOD INDONESIA,Serang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6857,Staf Pola/Pattern Garment,PT Bina Usaha Sejahtera,Jakarta Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6858,Head Chef,PT Bumi Sarana Harmoni,Semarang,Supervisor / Coordinator,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
6860,Staff Administrasi,PT Bina Usaha Sejahtera,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6861,Kepala Produksi,CV Printograf,Jakarta Timur,Manager / Assistant Manager,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
6867,Kitchen Staff,Redwood Padel Cloub,Tangerang,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6877,Kepala Gudang Dealer Motor,CV MITRA JAYA GROUP,Tangerang,Staff / Officer,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
6879,Facility Operational Manager,Maju Bersama Sejahtera,Tangerang,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6881,Staff Administrasi,PT MUTIARA KABEL INDONESIA,Sidoarjo,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6882,Junior Auditor,KAP ARMAN EDDY FERDINAND & REKAN,Jakarta Pusat,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
6884,Staff Purchasing,PT Rajawali Persada Group,Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6887,Staff Accounting Tax,SANJAYA THANRY BAHTERA,Jakarta Utara,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6888,Marketing Staff,PT Rajawali Persada Group,Tangerang,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6893,Security Leader,House Of Om,Gianyar,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
6896,SPV Accounting Finance,PT. FTF Globalindo,Bekasi,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6899,Staff Purchasing,PT. Daya Energi Teknik,Surabaya,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6901,Staff Intern Notaris,"Kantor Notaris Ryan Ankie, S.H., M.Kn",Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6910,Pengawas Lapangan,PT Vastu Cipta Persada,Kota Yogyakarta,Staff / Officer,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6918,Project Manager MEP,PT. Duta Bangun Sentosa,Bekasi,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6930,Web Development Internship,PT INSTA SOLUSI INDONESIA,Sleman,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
6932,Project Manager Interior,PT Sinergi Anugrah Mandiri,Jakarta Barat,Supervisor / Coordinator,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6940,Senior Purchasing Project,PT Sinergi Anugrah Mandiri,Jakarta Barat,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
6942,Internal Audit Supervisor,PT. Berlian Cahaya Anesta,Bandar Lampung,Supervisor / Coordinator,intern,intern,0.95,True,"High confidence from title (95%), overriding database"
6951,Project Manager,PT. Integra Dayacipta Grahatama,Gorontalo Utara,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6956,Staff Operasional,Yakuza Game Play Coffee,Kota Yogyakarta,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6958,Sales Representative (SR Taking Order),PT CATUR SENTOSA ADIPRIMA,Bandar Lampung,Staff / Officer,senior,senior,0.8,True,"High confidence from title (80%), overriding database"
6962,Coating Inspector,PT Mipcon Prima Industri (Mipcon Group),Dumai,Supervisor / Coordinator,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
6970,Sales Assisten Refraksi Optisi (SASRO),Optik Bunaken,Surabaya,Staff / Officer,senior,Staff / Officer,0.65,False,"Low confidence from title (65%), using database"
6980,Staff Admin,CV.SUKSES BERSAMA,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6981,Technical Sales Engineer (Manager Level),PT Oriental Yuhong Indonesia,Jakarta Utara,Manager / Assistant Manager,manager,Manager / Assistant Manager,0.65,False,"Low confidence from title (65%), using database"
6982,Staff General Affair,Dana Pensiun Karyawan TASPEN (DP TASPEN),Jakarta Timur,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6984,Asisten Kepala Bagian,Cemara Agung Mandiri PT,Bandung Kabupaten,Supervisor / Coordinator,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6991,Magang Social Media Marketing,PT. Loker Asli Indonesia,Medan,Junior / Entry Level,intern,intern,0.95,True,"High confidence from title (95%), overriding database"
6993,Manager Operasional,PT. Amanah Seruan Alam,Jakarta Barat,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
6994,Account Manager,PT. Amanah Seruan Alam,Jakarta Barat,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6995,Intern Finance Staff,PT AZURA INOVASI INDONESIA,Bekasi,Staff / Officer,intern,intern,0.95,True,"High confidence from title (95%), overriding database"
6997,Administrasi Staff,PT. Rizki Prima Sakti,Balikpapan,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
7000,Administrasi Staff,PT. Rizki Prima Sakti,Pekalongan,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
7005,HRD Supervisor,PT Medikpro Estetika Indonesia,Jakarta Selatan,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
7008,Staff Admin Teknisi,PT. Global Solusi Sejahtera,Cibinong,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7009,Sales Manager,PT Bisnis Hub Asia,Jakarta Barat,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
7013,Senior Konsultan Pajak,PT MITRAPRIMA ANDALAN SOLUSI,Bekasi,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
7014,Junior Konsultan Pajak,PT MITRAPRIMA ANDALAN SOLUSI,Bekasi,Staff / Officer,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
7016,Staff Sales,PT Indo Power Logistics,Jakarta Timur,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7023,Commis/Cook,PT. Duapuluh Kreatif Kapital,Medan,Staff / Officer,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
7024,Social Media Staff (Host Live),CV. The Good Food,Jakarta Utara,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
7032,Staff Purchase,PT. Gerak Mitra Tangguh,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7036,Quality Control Coordinator,OEMAH ETNIK,Tangerang Selatan,Supervisor / Coordinator,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
7038,Kepala Akunting Pajak,PT. Aurora World Cianjur,Cianjur,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
7042,Customer Service Intern,Jatiluhur Glass,Jakarta Utara,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
7043,Purchasing Administrator Intern,Jatiluhur Glass,Jakarta Utara,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
7048,Floor Supervisor,The Forge Bali,Badung,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
7049,Procurement Staff,Dimason Limited,Denpasar,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
7053,Staff Marketing Support,PT. Subahtera Semesta Graphika,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7055,Admin Staff,PT System Integrated Asia,Jakarta Pusat,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
7057,Staff Admin Ofiicer,PT Lamerta Bangun Prima,Bogor,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7059,Assistant Manager (Mandarin Speaker),PT Global Jet Express Cabang Depok,Jakarta Selatan,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
7062,Marketing Staff,PT SIWA SEMESTA SEJAHTERA,Tangerang Selatan,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
7067,Senior Drafter,Recta Construction,Bekasi,Staff / Officer,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
7068,Head of Marketing,SKE CITY PARK,Kota Yogyakarta,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
7069,Inventory Control Staff,PT Sregep Serendipity Konstruksi,Kabupaten Tangerang,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
7070,Staf Akuntansi,PT. Karya Manunggal Presisi,Cikarang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7071,Marketing Staff,MR Printing and Packaging,Jakarta Barat,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
7075,Kepala Program Studi S2 Manajemen,Universitas Efarina,Pematang Siantar,CEO / GM / Director / Senior Manager,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
7079,Pengawas (Site Engineer),PT. Tritunggal Borneo Karya,Samarinda,Manager / Assistant Manager,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
7081,Maintenance & Sparepart Staff,PT Semesta Mandiri Transport,Cikarang,Staff / Officer,staff,Staff / Officer,0.65,False,"Low confidence from title (65%), using database"
7090,Accounting Staff,PT. Sindotech Utama,Surabaya,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
7093,KEPALA TOKO,PT JAVA HARMONI NUSANTARA,Medan,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
7099,Staff Proses & Pengambil Order,CV Maxi Bersaudara Sejahtera Gemilang,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7103,Staff Statistik PMC Injeksi Plastik / Penandaan Kode Barang,PT KAIBO ELECTRIC INDONESIA,Demak,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7105,Staff Administrasi Pakan,PT KEZILLAZ BERKAT BERKUDA,Kabupaten Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7108,Staff Penjahit,Martha Gallery,Muaro Jambi,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7109,Supervisor Sales Kredit Pensiun,PT Bhakti Indo Graha (BIG),Bekasi,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
7113,Asisten Apoteker,Apotek Sahabat Farma,Depok,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
7116,Staf Administrasi,PT. BUANA TEKNOLOGI MADANI,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7118,Staff Accounting,PT Semesta Mandiri Transport,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7126,Magang Creative Design & Digital Marketing,Rey & Co Tax Attorneys,Tangerang Selatan,Junior / Entry Level,intern,intern,0.95,True,"High confidence from title (95%), overriding database"
7131,Staff Accounting,PT. Borneo Twindo Group,Bengkayang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
7133,Senior Mekanik,PT. Andalan Solusi Armada Indonesia,Remote,Junior / Entry Level,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
7136,Manager Operasional,Bonanza AC,Tangerang,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
7137,Finance Accounting Manager,PT Catur Bersaudara Sejahtera,Depok,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
